GroundTruth,Prediction,CER,WER
تولي الدولة عناية فائقة لمسألة تأهيل العاملين في الحق التعليمي، وذلك لتوفر كوادر علمية قادرة على الاهتمام,تولي الدولة عنلية فائقة لمسألة تأهيل العاملين في الحق التعليمي، وذلك لتوفر كوادر علمية قادرة على الاهتمام,0.009523809523809525,0.058823529411764705
أولها النوعية المتميزة نسبيا للإنسان الياباني في القرن العشرين (واقصد نوعيته كمنتج ومستهلك أوكوحدة,أولها النوعية المتميزة نسبيا للإنسان الياباني في القرن العشرين (واقصد نوعينه كمنتج ومستهلك أوكوحدة,0.01020408163265306,0.07142857142857142
"وهي، كما تقول البعثة، من أقدم الكتابات التي عثر عليها حتى ألان في العربية الشمالية . وكان ""فلبي""","وهي، كما تقول البعثة، من أقدم الكتابات التي عثر عليها حتى آلان في العربية الشمالية . وكان ""فلبي""",0.010416666666666666,0.05555555555555555
متأخر ، بالمقارنة مع بلدان الجنوب الأخرى ، فإن عدد المغاربة المقيمين بالخارج لم يفتأ يتزايد ،,متأخر ، بالمقارنة مع بلدان الجنوب الأخرى ، فإن عدد المغاربة المقيمين بالحارج لم يفتأ يتزايد ،,0.010752688172043012,0.058823529411764705
على وجود اسفار في تواريخ أهل الحيرة، إلا أني اعود فأقول ان أكثر المروي عنهم، لا يدل على انه,على وجود اسفار في تواريخ أهل الحيرة، إلا آني اعود فأقول ان أكثر المروي عنهم، لا يدل على انه,0.01098901098901099,0.05263157894736842
مثل وادي القرى في الحجاز، والأحساء على الخليج العربي . وفي الأودية والأماكن التي تكثر فيها,مثل وادي القرى في الحجاز ، والأحساء على الخليج العربي . وفي الأودية والأماكن التي تكثر فيها,0.011111111111111112,0.125
مما يؤدي مستقبلاً إلى المساهمة في تقليل التأثيرات السلبية لظاهرة الاحتباس الحراري وما تمخض,مما يؤدي مستقبلاً إلى المساهمة في تقليل التأثيرات السلبية لظاهرة الاحتباس الحراري وما تمخص,0.011111111111111112,0.07142857142857142
عنها من تغير في مناخ المنطقة كان له دوراً سلبياً على البيئة فيها . تعاني الكثير من البلدان,عنها من تغير في مناخ المنطقة كان له دوااً سلبياً على البيئة فيها . تعاني الكثير من البلدان,0.011111111111111112,0.05555555555555555
بالغة - أقول: إن إليه يعود فضل بقاء كثير من الأخبار المتعلقة بالجاهلية، فلولاه لم نعرف من,بالغة - أقول: إن إليه يعود فضل بقاء كثير من الأخبار المتعلقة بالجاهلية، فلولاه لم تعرف من,0.011235955056179775,0.058823529411764705
بمواسم تتساقط فيها الأمطار مثل العربية الجنوبية، وفي الأماكن التي ظهرت فيها عون وينابيع,بمواسم تتساقط فيها الأمطار مثل العربية الجنوبية ، وفي الأماكن التي ظهرت فيها عون وينابيع,0.011494252873563218,0.14285714285714285
من  المناطق الجافة المخصصة لأغراض الزراعة وتربية الحيوان . غير أن تدهور التربة أكثر حدة,من المناطق الجافة المخصصة لأغراض الزراعة وتربية الحيوان . غير أن تدهور التربة أكثر حدة,0.011494252873563218,0.0625
كل هذه التحولات ، التي تم الحديث عنها ، و اكبتها تحولات عميقة أخرى ، على مستوى مرجعيات,كل هذه التحولات ، التي تم الحديث عنها ، واكبتها تحولات عميقة أخرى ، على مستوى مرجعيات,0.011627906976744186,0.1111111111111111
من مساقط المياه وكذلك التبخير والتأثيرات المناخية والترسبات وغيرها إلا أنها ستبقى كأحد,من مساقط المياه وكذلك التخير والتأثيرات المناخية والترسبات وغيرها إلا أنها ستبقى كأحد,0.011627906976744186,0.07692307692307693
خلال نصف القرن الماضي . وبذلك أضحت هذه الجالية تشكل اليوم إحدى أهم الجاليات الأجنبية,خلال نصف القرن الماضي . وبذلك أضحت هذه الجالية تشكل اليوح إحدى أهم الجاليات الأجنبية,0.011904761904761904,0.06666666666666667
تخصص ، ويشترك للالتحاق بالتعليم المتخصص إنهاء الدراسة الثانوية الإلزامية على الأقل ،,تخصص، ويشترك للالتحاق بالتعليم المتخصص إنهاء الدراسة الثانوية الإلزامية على الأقل ،,0.011904761904761904,0.15384615384615385
تحتاج كل هذه الأنشطة الانسانية وغيرها إلى استهلاك مصادر الطاقة وتؤدي إلى تحرير غازات,تحتاج كل هذه الأنشطة الانسانية وغيرها إلى استهلاك مصادم الطاقة وتؤدي إلى تحرير غازات,0.011904761904761904,0.07142857142857142
المتعددة هو المسبب لظاهرة الاحتباس الحراري. وكان التقرير الأخير لهذه الهيئة والصادر,المتعددة هو المسب لظاهرة الاحتباس الحراري. وكان التقرير الأخير لهذه الهيئة والصادر,0.012048192771084338,0.08333333333333333
غازي الأوكسجين وثنائي أوكسيد الكاربون تختلف عن نسبة نفس الغازين في الهواء الخارج من,غازي الأوكسجين وثنائي أوكسيد الكاربون تختلف عن نسببة نفس الغازين في الهواء الخارج من,0.012048192771084338,0.07142857142857142
عديدة في الغالب، ولهذا صعب على الباحثين الرجوع إليها لاستخراج ما يحتاج إليه من مادة,عديدة في الغالب، ولهذا حعب على الباحثين الرجوع إليها لاستخراج ما يحتاج إليه من مادة,0.012048192771084338,0.06666666666666667
في العام الماضي، هددت تلك الموجه أحيانا باكتساح العديد من المعالم القديمة على ساحل,في العام الماضي، هددت تلك الموجة أحيانا باكتساح العديد من المعالم القديمة على ساحل,0.012195121951219513,0.07142857142857142
"التي تعود إلى الأزمنة ""الجيولوجية""، المتأخرة، ومن المتكونات ""الأيولينية"" التي حصلت","التي تعود إلى الأزمنة ""الجيولوجية""، المتأخرة ، ومن المتكونات ""الأيولينية"" التي حصلت",0.012195121951219513,0.18181818181818182
البشرية الأخرى مثل عمليات التعدين وعمليات # توليد الطاقة في المحطات التي تعمل على,البشرية الأخرى مثل عمليات التتعدين وعمليات # توليد الطاقة في المحطات التي تعمل على,0.012345679012345678,0.07142857142857142
النوع طلباً متزايداً بفضل الإهتمام المتزايد بمعرفة اللغات الأخرى في أي مجتمع حديث,النوع طلياً متزايداً بفضل الإهتمام المتزايد بمعرفة اللغات الأخرى في أي مجتمع حديث,0.012345679012345678,0.07692307692307693
ببرامج محو الأمية فقط ، أو بإتاحة الفرصة مرة أخرى أمام الفاشلين لمعالجة رسوبهم أو,ببرامج محو الأمية فقط، أو بإتاحة الفرصة مرة أخرى أمام الفاشلين لمعالجة رسوبهم أو,0.012345679012345678,0.13333333333333333
تتعرض الكثير من الدول العربية الغير نفطية إلى ظروف إقتصادية أقل ما يقال عنها أنها,تتعرض الكثير من الدول العربية الغير نفطية إلى ظروق إقتصادية أقل ما يقال عنها أنها,0.012345679012345678,0.06666666666666667
