GroundTruth,Prediction
هغوی كلام، خيال، تفكر او تخيل په ملكی او غېر,هغوی كلام، خيال، تفكر او تخيل په ملكی او غېر
ګرېوانه غوټه شوه,لرېوانه غوټه شوه
ستا تصوّر راته سکون رابخښي,ستا تصور راته سکون رابخسې
"الرحمان سيد ""د پښتو اولسی شاعری"" اكېډمۍ چاپ كړے",الرحمان سيد د پښتو اولسی شاعرۍ اكېډمی چاپ كړے
ټولګي ټولګي چې ښکلي د باګرام په ماپسې دي,ټولګي ټونګي چې ينکلي د باکرام په ماپسې ده
مترجم غلام محمد پوپلزئ، پېښور، پښتو,مترجم غلام محمه پوېلزۍ، پېښور، پښتو
په هر حالت کښې زړګے جمع لره,په هر حالت کښې ډرکے جمهم لره
د زړو تر نـوو تـُل دے,د زړونونوو تل دے
د ږیری سره ټکرد ږیری سره ټکر,ږږیرۍ سره ټکر:
غريبۍ په موجودګۍ کښې د عمراني ژوند د تهذيب، ترقۍ,تريبۍ په موجودتۍ کښې د عمراني ژوند د تقذيب، ترقي
نګارۍ نه اغماض او د فرهنګ نشت والے د تدوينی,نګارۍ نه اغماض او فرهنګ نشت والے د تدوينی
رسېدلي بندګان,دسدلۍ پندګان
لاس نۀ وي.,لاس نۀ وي.
"ليکي : """"جام جم، جام جهان نما او ساغر جم درې واړه اشارې","ليکي: ""جام جم، جام جهان نما او ساغر جم درې واړه اشاري"
نصير احمد ناصر صېب د ارسطو د حُسن متعلق داسې ليکي:,نصير احمد ناصر صېب د ارسطو د حسن متعلق داسې ليکي:
ده پر بریتو لاس تير کړ او ويی  ویل : ځم د زمریانو په ښکار پسی,وه پر بریتو لاس تیر کړ او ویی ویل : ځم د زمريانو په ښکار پسۍ
زړونه مو تل په ښه صورت بائيللي,زړو نه موتل په ښې صورت بائللي
ګل مسکے شي رابېدار شي,نل سکے شي راپېدار شي
او څو کاله هلته پاتې شو,او څو کاله هلته پاتې شو
"شوے دے. ""دا روايت په عربی كتابون كښې",شوے دے٫ دا رويت په عربی كتابون كښې
د  غورزو پرزو    تيندکــونو    څۀ    بنديز   دے   پکار,د غورزو پرزه تبندکو نو څۀ بنديز دے پکار
وو خو د مذهبي مصلحت له وجې هغه د هغو کتابونو خبر وانۀ,وو خو د مذهبي مصلحت له وجې هغه د هغو کتابونو خبروانۀ
ووځى چې پۀ خټه کښې يې اغږلے شوى او پۀ ذهن او ضمير کښې,ووځي چې پۀ خټه کښې يې اغږلے شوى او پۀ ذهن او ضمير کښې
پرې شروع کړے ـ په دې کښې ’’تور پټکے ‘‘ کوم چې٣٦پرې شروع کړے ـ په دې کښې ’’تور پټکے ‘‘ کوم چې,"پرې شروع کړے ـ په دې کښې ""تور پټے‘ کوم چې"
مختلفو علومو، فنونو ماهران,مختلفو علومو، فنو ماهران
د مشرق د غونډې مونډې زنې خاله,د مترق د غونډې مونږې راتې خاله
د حسنِ فطرت په حقله د نړۍ بېلا بېلو جمالياتي مفکرينو په نظرياتو,د حسن فطرت په حقله د نړۍ پېلا بېلو جمالياتي مفکرينو په نظرياتو
مهرباني ده، په اباسين کښې، موجونه ډېر دي,مهرباني ده، په اباسين کښې، موجونه ډېر دي
څوک په ټوک ډوډۍ پسې,څوک په ټوک ډوډۍ پسې
مصرۍ توره يوه مشهوره او تېره توره ده. څوک هم د دې,مصرى توره يوه مشهوره او تېره توره ده. څوک هم د دې
ليكل شوې نسخې، د محمد عبدالشكور چاپ ته چمتو كړې,ليكل شوې نسخې، (محمد عبدالشكور چاپ ته چمتو كړی
تنظيمونه او د هغوي كار، پېښور، پښتو اكېډمی,تنظيمونه او د هغوي كار، پېښور، پښتو اكېډمۍ
تۀ دَ بنګړو دَ باره هم ډېره نازکه لګې,تۀ دَ بنګرو دَ باره هم ډېره نازکه لګي
محمد نواز طائر، روہی متلونہ اردو ترجمہ، پشاور، پشتو,محمد نواز طائر، روی مثلونه اردو ترجمه پشاور، پشتو
دا لېونۍ تنده مې نه ماتېږي,دا ليونۍ تنده مې نه ماتېږي
چې توره نۀ کړى نور به څه کړى,چې توره نۀ کړې نور به څه کړې
او پۀ نولسم کال د جلوس ئې پۀ منصب کښې د دوه سوه سورو اضافه اوشوه ـ,او پۀ نولسم کال د جلوس ئې پۀ منصب کښې د دوه سوه سورو اضافه اوشوه ـ
شونډې مې په خپلو وينو ترې دي,شونډې مې په خپلو وينو ترې دي
چې د پښتو په سر ئې خوري د,چې د پښتو په سرنې خوري د
په دې دوره کښې مونږ ته په,په دې دوره کښې مونږ ته په
بې سينګاره ئې ښائست لمبه لمبه دےبې سينګاره ئې ښائست لمبه لمبه دے,بې سينګاره ئې ښائست لمبه لمبه دے
ګوره ماداسې سرخوړلې جواري کړې ده,ګوره ما داسې سرخوړلې جواري کړې ده
وایی یو وردګ حج ته ولاړ . و مکی معظمی ته چی,وايی یو وردګ جج ته ولاړ و مکی معظمی ته چی
كامل صېب د سكندر خان په باب ځنې معلومات,كامل صېب د سکندر خان په باب ځنې معلومات
ګرانو لوستونکو لنډۍ د پښتو ژبې او پښتو آدب هغه,ګرانو لوستونكو لنډۍ د پښتو ژبې او پښتو ادب هغه
ترجمه:پښتنو د خپل ماحول او ضرورتونو مطابق ځان د پاره,ترجمه: پښتو د خپل ماحول او ضرورتونو مطابق ځان دپاره
د طائرصېب ډرامې,د طائر صېب ډرامې
شدت سره محسوسېده. هر كله,شدت سره محسوسيده هر كله
دے. ظفرخان او نور وروڼه يې راوېښ شول مومن يې پۀ چړو ووهو,دے. ظفر خان او نور وروڼه يې راويښ شول مومن يې پۀ چړو ووهو
او د خوب يوه جوټه ده,او د خوب يوه جوټه ده
ورته اووئيل چې تۀ به ددې خپلو منونکو او اولاد په باره,ورته اووئيل چې تۀ به د دې خپلو منونکو او اولاد په باره
پوهه او ذهنی رسائی بلې ژبې اوقام ته صرف او صرف,پوهه او ذهنی رسائی بلې ژبې او قام ته صرف او صرف
دستور ؤ چې کوم لوے شخصيت چې به د بهر نه,دا دستور ؤ چې کوم لوے شخصيت چې به د بهر نه
په هر مانځه  کښې يادوومه زه تا,په هر مانځه کښې يا دومه زه تا
په ورځ په دويشتم رجب کال ۹۸۱ھ کښې هغه سبق ته کښېنولے شو ـ,په ورځ په دويشتم رجب کال ۱۹۹ھ کښې هغه سبق ته کښېنولے شوـ
راورټی د نورو ژبونه علاوه,راورې د نورو ژبونه علاده
مودې پاتې دے ـ قدرمن مشر محمد نواز,مودې پاتې دے۔ قدرمن مشر محمد نواز
كول وۀ.افلاطون د درس و تحقيق له پاره يو مركز جوړ كړے وۀ چې مقصد,كول وۀ افلاطون د درس تحقيق له پاره يو مركه جوړ كړے وۀ چې مقص
رسول الله  د شفاعت ذريعه وګرځوي.او الله  دې,رسول الله د شفاعت ذريعه وګرځوي او الله دې
يا تمثيل انداز هم لري ـ  خو مکمل تمثيل نه وي ـ  اکثر مکالمے وي ـ,يا تمشيل انداز هم لريـ خو مکمل تمثيل نه وي ـ  اکثر مکالمے وي ـ
﻿پخپله هم ډېر سخت ؤ او د نورو نه  به ئې هم ډيوټي په طر,پخپله هم ډېر سخت ؤ او د نورونه به ئې هم ډيوټۍ په طر
يو دَ فطرت دَ رنګينو په غېږ کښې ډېر په سکون,يو د فطرت د رنګينو په غېږ کښې ډېر په سکون
خپله مدرسه قائمه كړه د چا چې د دغه باغ په شا وخوا كښې,خپله مدرسه قائمه كړه دچا چې د دغه باغ په شه وخوا كښې
زه ژولېده تر يم که مجنون ژولېده تر,زه ژولېده تريم که مجنون ژوليده تر
﻿خپلو کښې په خبرو شوې نور خو ئې څه په مطلب ونه رسيدم,خپلو کښې په خبرو شوې نور خوئې څه په مطلب ونه رسېدم
بېګاه ناوخته ئې د غرۀ نه غټ ګېډے راوړے,بېګا نا وخته ئې د غره نه غټ ګېډې راوړے
دا محرومۍ به درنه ډډه وکړي،ستا به يقين وخاندي,دا محروضي به درنه ډډه وګړي، ستا به يقين وخاندې
زما عظيمه بابا جانه! د خپل سر په بيعه,زما عظيمه بابا جانه! د خپل سر په بيغه
مهتر چترال پۀ اعتماد کښې واخلى او د عمراخان,مهتر چترال پۀ اعتماد کښې واخلی او د عمرا خان
﻿نق فورس بادشاه ماتے اوخوړ ـ او د مخکښې نه زيات خراج ورکولو ته ئې غاړه کيښوده ـ,نق فورس بادشاه ماتے اوخوړ ـ او د مخکښې نه زيات خراج ورکولو ته ئې غاړه کېښودهـ
وي او د پښتو خپل ملي اوزان او د پښتو اولسي اشعار، يا د,وي او د پښتو خپل ملي اوزان او د پښتنو اولس اشعار يا د
په خولۀ نۀ وه راغلې ـ ددې وجې نه ټول,په خولۀ نۀ وه راغلې ـ ددې وجې نه ټول
اساطيرو اوصاف، اساطير معاشره او ټپه، اساطير او مذهب,اساطيرو اوصاف، اساطير معاشره او ټپه، اساطير او مذهب
دومره ښکاره ده چې د ادم خان د پلار پۀ شان د درخانۍ,دومره ښکاره ده چې د ادم خان د پلار پۀ شان درخانۍ
زما پلار وړومبے وادۀ د خپلې ترلۍ سره کړے وو. بيا وروستو ئې,زما پلار وړومبے واده د خپلې ترلۍ سره کړے وو. بيا وروستو ئې
او د قربانۍ ځاے ته به يې پۀ بره ګډانو راوړو. بيا به يې پۀ روانو,او د قرباني ځاے ته بۀ په بره ګړانو راوړو. بيا به ې په روانو او بو
د خوشحال بابا کوم ترجيع بند يا زورداره قصيده ده,د خوشحال بابا کوم ترجيع ترجيع بنديا زور داره قصيده ده
