CER,GroundTruth,ImageID,ImagePath,Label,Notes,Prediction,Timestamp
0.88,عضو حسين العلم الحاج يوسف,train_016143,../data/muharaf_prepared_resized/train/train_016143.png,Irrelevant / non-text,,عضو,2025-11-26T20:18:55
0.8571428571428571,.Weslaco Texas,train_004999,../data/muharaf_prepared_resized/train/train_004999.png,Script mismatch (non-Arabic),,Wo,2025-11-26T20:20:24
0.8571428571428571,"11, Rue de Chabrol 11",train_020573,../data/muharaf_prepared_resized/train/train_020573.png,Script mismatch (non-Arabic),,d Bh,2025-11-26T20:20:26
0.8571428571428571,ودمت لاخيك امين فرحات,train_000527,../data/muharaf_prepared_resized/train/train_000527.png,Irrelevant / signature,,ال ي,2025-11-26T20:20:31
0.8571428571428571,Washington D.C,train_010699,../data/muharaf_prepared_resized/train/train_010699.png,Script mismatch (non-Arabic),,Wa,2025-11-26T20:20:33
0.8571428571428571,المَملَكَة الحجازِيةّ,train_002603,../data/muharaf_prepared_resized/train/train_002603.png,Irrelevant / non-text,,ا ينا بحس,2025-11-26T20:20:43
0.8571428571428571,عصو سعىد كىعان,train_013492,../data/muharaf_prepared_resized/train/train_013492.png,Irrelevant / signature,,عضو,2025-11-26T20:20:48
0.8571428571428571,نائب رئيس البلدية شكري كنعان,train_014010,../data/muharaf_prepared_resized/train/train_014010.png,Irrelevant / signature,,رسية,2025-11-26T20:20:51
0.8529411764705882,وفسح لهما على مرتين في ٨ شباط ١٩١٢,train_008741,../data/muharaf_prepared_resized/train/train_008741.png,Segmentation error,,ل   ا,2025-11-26T20:20:56
0.85,مع الموافقه ٢٤/١٢/٥٢,train_016479,../data/muharaf_prepared_resized/train/train_016479.png,Segmentation error,,دا نة ٢,2025-11-26T20:21:01
0.8461538461538461,اميل وكيل نقولا طنوس شلالا,train_015953,../data/muharaf_prepared_resized/train/train_015953.png,Irrelevant / signature,,و ول,2025-11-26T20:21:07
0.8448275862068966,"Shreveport, LA........................................1910",train_018734,../data/muharaf_prepared_resized/train/train_018734.png,Script mismatch (non-Arabic),,CoLA.....1.,2025-11-26T20:21:16
0.8421052631578947,شهد بذلك مخايل عواذ,train_015837,../data/muharaf_prepared_resized/train/train_015837.png,Segmentation error,,د ك,2025-11-26T20:21:25
0.8421052631578947,وردى الخورى زوجة الياس طنوس جبور قبيات,train_010182,../data/muharaf_prepared_resized/train/train_010182.png,Irrelevant / signature,,ال ا ا,2025-11-26T20:21:30
0.8333333333333334,خليل موسي نادر رعد,train_010815,../data/muharaf_prepared_resized/train/train_010815.png,Irrelevant / signature,,ال و,2025-11-26T20:21:31
0.8333333333333334,تجاهكم,train_018420,../data/muharaf_prepared_resized/train/train_018420.png,Valid but hard,,تبحن,2025-11-26T20:21:35
0.8333333333333334,عضو اديب شليطا حرب,train_016471,../data/muharaf_prepared_resized/train/train_016471.png,Irrelevant / signature,,عضو,2025-11-26T20:22:00
0.8333333333333334,GÉBAIL,train_005838,../data/muharaf_prepared_resized/train/train_005838.png,Script mismatch (non-Arabic),,EA,2025-11-26T20:22:03
0.8333333333333334,١٨٢/ ١٨/٩/٥٣,train_016553,../data/muharaf_prepared_resized/train/train_016553.png,Segmentation error,,١/٧,2025-11-26T20:22:11
0.8333333333333334,٣٥٨/٧٠,train_009135,../data/muharaf_prepared_resized/train/train_009135.png,Segmentation error,,ع٧,2025-11-26T20:22:13
0.8333333333333334,شبلى بركات فرحات الدكتور,train_000196,../data/muharaf_prepared_resized/train/train_000196.png,Segmentation error,,ى ال,2025-11-26T20:22:25
0.8333333333333334,طنوسَ سَمعان,train_008935,../data/muharaf_prepared_resized/train/train_008935.png,Irrelevant / non-text,,ر ي ا,2025-11-26T20:22:29
0.8333333333333334,عضو امين اسعد سلوم,train_016535,../data/muharaf_prepared_resized/train/train_016535.png,Irrelevant / signature,,عضو,2025-11-26T20:22:32
0.8333333333333334,Kindia,train_018232,../data/muharaf_prepared_resized/train/train_018232.png,Script mismatch (non-Arabic),,Ke,2025-11-26T20:22:35
0.8333333333333334,المطران يوسف دريان,train_020011,../data/muharaf_prepared_resized/train/train_020011.png,Irrelevant / signature,,يونن,2025-11-26T20:22:39
0.8333333333333334,كاتب انطوىىوس اىراهم سعد,train_009271,../data/muharaf_prepared_resized/train/train_009271.png,Irrelevant / signature,,طوسسف,2025-11-26T20:23:07
0.8333333333333334,Carthage N.Y,train_010672,../data/muharaf_prepared_resized/train/train_010672.png,Script mismatch (non-Arabic),,Cal,2025-11-26T20:23:10
0.8285714285714286,نائِب رئىس بلدية كفرشيما شكري كنعان,train_014038,../data/muharaf_prepared_resized/train/train_014038.png,Irrelevant / signature,,ا اية ا,2025-11-26T20:23:18
0.8275862068965517,ودمتم محروسين		 ١٣٤١	 ٢ ربيع٢,train_002344,../data/muharaf_prepared_resized/train/train_002344.png,Irrelevant / signature,,٣٣ وي ١,2025-11-26T20:23:28
0.8275862068965517,المجلس الشرعى الاسلامى الاعلى,train_002848,../data/muharaf_prepared_resized/train/train_002848.png,Irrelevant / non-text,,ال ي ا,2025-11-26T20:23:40
0.825,"P. O. BOX		Mannington, W. Va., 						189",train_010767,../data/muharaf_prepared_resized/train/train_010767.png,Script mismatch (non-Arabic),,"ngtn, W",2025-11-26T20:23:44
0.8235294117647058,السَلطَنَة النّجديّة ومُلحَقَاتَها,train_002595,../data/muharaf_prepared_resized/train/train_002595.png,Valid but hard,,لين ي الي,2025-11-26T20:24:00
0.8235294117647058,فرنسيس لحود ونزها,train_018711,../data/muharaf_prepared_resized/train/train_018711.png,Irrelevant / signature,,وون,2025-11-26T20:24:03
0.8235294117647058,الحورى ىوحىا حىىب,train_009503,../data/muharaf_prepared_resized/train/train_009503.png,Irrelevant / signature,,الحد,2025-11-26T20:24:07
0.8181818181818182,Comeiciante,train_021235,../data/muharaf_prepared_resized/train/train_021235.png,Script mismatch (non-Arabic),,Wa Aipe,2025-11-26T20:24:10
0.8181818181818182,Roforidnova,train_000411,../data/muharaf_prepared_resized/train/train_000411.png,Script mismatch (non-Arabic),,Coaol,2025-11-26T20:24:14
0.8125,ورفيقهم خياط ...,train_015053,../data/muharaf_prepared_resized/train/train_015053.png,Wrong transcription,,وراهم خاط واستر ساد,2025-11-26T20:24:34
0.8125,اسعد درويش زكريا,train_017976,../data/muharaf_prepared_resized/train/train_017976.png,Irrelevant / signature,,روس  ن,2025-11-26T20:24:41
0.8076923076923077,موسى يعقوب طنوس دكريا طرزا,train_015938,../data/muharaf_prepared_resized/train/train_015938.png,Irrelevant / signature,,يوسي يدعو,2025-11-26T20:24:42
0.8076923076923077,الحقير الياس بطرس البطريرك,train_003349,../data/muharaf_prepared_resized/train/train_003349.png,Irrelevant / signature,,الطري,2025-11-26T20:24:43
0.8,فليكس,train_002018,../data/muharaf_prepared_resized/train/train_002018.png,Valid but hard,,باك,2025-11-26T20:24:47
0.8,حرر / ١٣ ك٢ ٩٣٧,train_015897,../data/muharaf_prepared_resized/train/train_015897.png,Valid but hard,,٣ ٣,2025-11-26T20:24:51
0.8,نصار طانيوس السمراني,train_000215,../data/muharaf_prepared_resized/train/train_000215.png,Irrelevant / signature,,طانيد,2025-11-26T20:24:57
0.8,٣  لك,train_011954,../data/muharaf_prepared_resized/train/train_011954.png,Wrong transcription,,٣,2025-11-26T20:25:03
0.8,Paris,train_020574,../data/muharaf_prepared_resized/train/train_020574.png,Script mismatch (non-Arabic),,s,2025-11-26T20:25:06
0.8,الخوري بطرس حسن,train_008816,../data/muharaf_prepared_resized/train/train_008816.png,Irrelevant / signature,,موسر ا ا,2025-11-26T20:25:21
0.8,20017,train_010700,../data/muharaf_prepared_resized/train/train_010700.png,Script mismatch (non-Arabic),,11,2025-11-26T20:25:26
0.8,DEC 14 '29,train_002736,../data/muharaf_prepared_resized/train/train_002736.png,Script mismatch (non-Arabic),,EA-22,2025-11-26T20:25:29
0.8,مَطرَانيَّة بَيروت المارونيَّة,train_004674,../data/muharaf_prepared_resized/train/train_004674.png,Valid but hard,,ا ايا ال,2025-11-26T20:25:48
0.8,الياس طنوس اسعد,train_009282,../data/muharaf_prepared_resized/train/train_009282.png,Irrelevant / signature,,طوسف,2025-11-26T20:25:51
0.8,مبارك,train_005582,../data/muharaf_prepared_resized/train/train_005582.png,Valid but hard,,حياام,2025-11-26T20:25:57
0.8,صدر بـ ١٨٢,train_016650,../data/muharaf_prepared_resized/train/train_016650.png,Segmentation error,,عد ٥,2025-11-26T20:26:04
0.7966101694915254,١٨ اب سنة ٩٢٨ ولد سيادتكم مدبر القبيات بطرس كرم ولد سيادتكم,train_010058,../data/muharaf_prepared_resized/train/train_010058.png,Segmentation error,,١ ٩٢ ولدس  ا,2025-11-26T20:26:09
0.7941176470588235,عدد ٥٩٧ الى القلم ٢٠ تشرين اول ٩٢٧,train_015739,../data/muharaf_prepared_resized/train/train_015739.png,Segmentation error,,عند  حقم ١,2025-11-26T20:26:38
0.7916666666666666,رئىس البلدية ىعوم العارح,train_013661,../data/muharaf_prepared_resized/train/train_013661.png,Irrelevant / signature,,ا الي ش,2025-11-26T20:26:45
0.7916666666666666,We'll meet her in Syracu,train_010687,../data/muharaf_prepared_resized/train/train_010687.png,Script mismatch (non-Arabic),,e   a,2025-11-26T20:26:48
0.7916666666666666,باقي بوي في اذار سنة ٩٢١,train_017975,../data/muharaf_prepared_resized/train/train_017975.png,Irrelevant / signature,,ياس  ٢,2025-11-26T20:26:53
0.7916666666666666,كاتب جرجسَ روحانا باسَيل,train_016446,../data/muharaf_prepared_resized/train/train_016446.png,Irrelevant / signature,,ر حاا,2025-11-26T20:26:56
0.7899159663865546,إقرار واعتراف صحح شرع بنمو بطوع رضا ورغبت خودخالي ... موانع شرعية وعرفية اجير وادم نفس خود العمل زورخانة كارسرور شيكاغو,train_014935,../data/muharaf_prepared_resized/train/train_014935.png,Valid but hard,,ا     غرا رغب رض الربج والا وا,2025-11-26T20:27:04
0.7894736842105263,انطوان نصار السمراني حنا طنوس السمراني,train_000213,../data/muharaf_prepared_resized/train/train_000213.png,Irrelevant / signature,,ا  حاط  ي,2025-11-26T20:27:10
0.7878787878787878,الاخ اسطفان    فرحات فرح يوسف جاج,train_000182,../data/muharaf_prepared_resized/train/train_000182.png,Irrelevant / signature,,ا ة را ر,2025-11-26T20:27:20
0.7857142857142857,..... على ولده خير الله ....,train_014915,../data/muharaf_prepared_resized/train/train_014915.png,Wrong transcription,,ا خيله رسة ر,2025-11-26T20:27:29
0.7857142857142857,اخوكم رحمى رعد,train_018587,../data/muharaf_prepared_resized/train/train_018587.png,Irrelevant / signature,,رام ال ا,2025-11-26T20:27:36
0.7857142857142857,-١- BEK1A-27 1,train_003501,../data/muharaf_prepared_resized/train/train_003501.png,Script mismatch (non-Arabic),,ES2A-5,2025-11-26T20:27:40
0.782608695652174,Freeda's coming tonight,train_010686,../data/muharaf_prepared_resized/train/train_010686.png,Script mismatch (non-Arabic),,Tr cng,2025-11-26T20:27:42
0.782608695652174,SAN ANTONIO. TEXAS. 190,train_018611,../data/muharaf_prepared_resized/train/train_018611.png,Script mismatch (non-Arabic),,"SAA. ,",2025-11-26T20:27:43
0.782608695652174,محرر الاحرف ناصيف منصور,train_014192,../data/muharaf_prepared_resized/train/train_014192.png,Irrelevant / signature,,ا ير الر,2025-11-26T20:27:50
0.7777777777777778,PROP. T. REDACTEUR,train_018978,../data/muharaf_prepared_resized/train/train_018978.png,Script mismatch (non-Arabic),,POR E,2025-11-26T20:27:54
0.7777777777777778,TEL. 7516,train_005990,../data/muharaf_prepared_resized/train/train_005990.png,Script mismatch (non-Arabic),,E58,2025-11-26T20:27:55
0.7777777777777778,نومرو ٥٥٥,train_015732,../data/muharaf_prepared_resized/train/train_015732.png,Segmentation error,,٥٥,2025-11-26T20:27:59
0.7777777777777778,عصو واكىم,train_013485,../data/muharaf_prepared_resized/train/train_013485.png,Irrelevant / signature,,عضو,2025-11-26T20:28:03
0.7777777777777778,"Bell Phone, 1706 W",train_000441,../data/muharaf_prepared_resized/train/train_000441.png,Script mismatch (non-Arabic),,Ce Pe,2025-11-26T20:28:14
0.7777777777777778,..................,train_014937,../data/muharaf_prepared_resized/train/train_014937.png,Wrong transcription,,... .,2025-11-26T20:28:21
0.7769784172661871,محول حور                     سلىم دفون                               ىوسف حىا                حود ىوسف                           الحورى موسى,train_009109,../data/muharaf_prepared_resized/train/train_009109.png,Valid but hard,,مجول صور م دو  سس حودوس الحورى موس,2025-11-26T20:28:39
0.7741935483870968,ولدكم الحورى ىوسف الحاح القىىات,train_009209,../data/muharaf_prepared_resized/train/train_009209.png,Irrelevant / signature,,لم ى  ا,2025-11-26T20:28:43
0.7692307692307693,حضرة الاجل الاكرم الخواجه اسَعد بطرسَ موسَى نادر الافخم ادام بقاه,train_010900,../data/muharaf_prepared_resized/train/train_010900.png,Valid but hard,,ة   وي اور الم ال,2025-11-26T20:28:52
0.7692307692307693,اىراهم عسى عىود  موسى قسطون ىوسف سمعان اىرهم اسكندر اعناطىوس حصر ابراهيم عىد  مخاىل الحورى محايل الدرىىى,train_009082,../data/muharaf_prepared_resized/train/train_009082.png,Valid but hard,,ل   سى س    شكو و ا     ا ا,2025-11-26T20:29:07
0.7692307692307693,Wafaa EL-Murr,train_013461,../data/muharaf_prepared_resized/train/train_013461.png,Script mismatch (non-Arabic),,WaL,2025-11-26T20:29:10
0.7666666666666667,"Monteria, de 9 Febrero de 1921",train_020861,../data/muharaf_prepared_resized/train/train_020861.png,Script mismatch (non-Arabic),,Woa   i Boe,2025-11-26T20:29:36
0.7647058823529411,"AL-ISLAH ""Reform""",train_001683,../data/muharaf_prepared_resized/train/train_001683.png,Script mismatch (non-Arabic),,"A ""R",2025-11-26T20:29:39
0.7619047619047619,ولد سَيادكم نادر عبدو,train_009020,../data/muharaf_prepared_resized/train/train_009020.png,Irrelevant / signature,,سم اياال ا,2025-11-26T20:29:42
0.7619047619047619,JPK2B-57							2 		(٢,train_008213,../data/muharaf_prepared_resized/train/train_008213.png,Script mismatch (non-Arabic),,JPK2-),2025-11-26T20:29:47
0.7619047619047619,المقاول ابرهيم الخياط,train_013575,../data/muharaf_prepared_resized/train/train_013575.png,Irrelevant / signature,,ر اللقاي,2025-11-26T20:29:50
0.76,١٩٦١ فى ٢٨ تشرين اول ١٩٦١,train_000214,../data/muharaf_prepared_resized/train/train_000214.png,Valid but hard,,١٣٤ ١٩ يش ٩٧,2025-11-26T20:29:58
0.76,"عدد ١٧٧٨					Beyrouth, le",train_016415,../data/muharaf_prepared_resized/train/train_016415.png,Script mismatch (non-Arabic),,عد١	Brr,2025-11-26T20:30:03
0.7586206896551724,FORT WAYNE.IND. aug 1 21 1900,train_001293,../data/muharaf_prepared_resized/train/train_001293.png,Script mismatch (non-Arabic),,FANT.  1,2025-11-26T20:30:05
